,Signal,Response,Duration
0,1,2,0.9754418130032718
1,2,2,0.38236367898934986
2,1,2,0.32673740400059614
3,0,2,1.5900008500029799
4,2,1,0.3307925810076995
5,2,1,0.6099182600009954
6,2,1,0.5472182719968259
7,0,1,1.2104742109950166
8,0,1,1.4723581639991608
9,1,1,0.9775836779881502
10,1,1,2.0477481080015423
11,0,[],[]
12,0,2,1.4692435059987474
13,0,2,1.1482294960005675
14,0,2,0.7357371449907077
15,2,2,4.529115932004061
16,0,2,3.5776604040001985
17,1,2,0.6675607780052815
18,0,2,1.5742494330042973
19,0,2,0.7783972489996813
20,0,2,0.012846901008742861
21,2,2,2.5432126779924147
22,1,1,1.058938620990375
23,0,1,2.237661980005214
24,0,[],[]
25,1,1,1.0915708880056627
26,2,1,1.4983447970007546
27,0,1,0.3931594169989694
28,1,2,1.526820298997336
29,0,1,3.659855678008171
30,2,[],[]
31,0,1,2.4498518150066957
