,Signal,Response,Duration
0,0,2,2.101503500016406
1,0,1,0.7690356660168618
2,1,2,0.45855583299999125
3,0,1,1.575654415995814
4,0,2,1.028050709021045
5,1,2,0.4485992089903448
6,0,1,0.3382086670026183
7,2,2,0.8143283329845872
8,0,1,0.6577018750249408
9,1,2,0.45369941598619334
10,2,2,1.3210345840197988
11,0,2,3.242727625009138
12,0,1,2.0206472919962835
13,2,1,0.8063842499977909
14,1,1,2.8265484999865294
15,0,2,0.42561391700292006
16,0,2,4.043847458000528
17,2,2,0.6079860830213875
18,0,1,0.6486344579898287
19,2,2,0.3601909579883795
20,1,2,0.3351937090046704
21,1,2,0.39595187501981854
22,2,2,0.5630353750020731
23,0,2,1.6195640830264892
24,0,1,0.3229639579949435
25,0,1,0.3651322500081733
26,0,1,3.4414329590217676
27,0,1,2.1718392919865437
28,2,1,1.840338583017001
29,2,2,0.331774416990811
30,1,2,0.31052320799790323
31,1,2,0.39702087501063943
