,Signal,Response,Duration
0,0,2,1.5756950830109417
1,2,2,1.094982209149748
2,0,1,0.23000070871785283
3,2,[],[]
4,0,1,0.7195042921230197
5,1,1,0.36884025018662214
6,2,2,1.2098468746989965
7,0,2,1.6316999169066548
8,0,2,0.48270870791748166
9,0,2,1.6089046248234808
10,0,2,3.2513974579051137
11,0,1,3.5983222918584943
12,0,1,1.1661047921516001
13,1,1,1.5867891665548086
14,0,1,1.6879943748936057
15,1,1,0.6521095829084516
16,1,1,1.267027957830578
17,2,2,0.48199341585859656
18,1,2,1.0503532919101417
19,1,2,1.7355101658031344
20,0,2,0.29970879200845957
21,2,2,0.6587034999392927
22,2,2,1.4762708749622107
23,0,2,0.9553026249632239
24,0,2,0.7722774581052363
25,0,2,0.9659885843284428
26,2,2,1.328992625232786
27,0,1,0.44974404107779264
28,0,1,0.6775374580174685
29,1,2,0.4159749997779727
30,2,2,1.2994980420917273
31,1,2,2.0691376249305904
