,Signal,Response,Duration
0,2,2,1.6997011050007131
1,0,1,1.4628209580005205
2,2,2,2.0866844459997083
3,1,2,1.5217544459992496
4,0,1,0.47224648900009925
5,1,2,1.2777431469985459
6,1,2,1.013480901998264
7,0,2,0.4863650349980162
8,0,1,0.5334879990004993
9,2,1,0.44544567200136953
10,2,2,0.40588881299845525
11,0,2,0.8380442519992357
12,0,2,1.0537853140012885
13,2,2,1.450083560001076
14,0,2,0.9220571449986892
15,1,2,1.8995899680012371
16,2,1,0.5996952089990373
17,1,1,1.8499860320007429
18,0,2,2.414009932999761
19,0,2,0.47783891699873493
20,1,1,1.6369592810005997
21,0,2,4.65974825900048
22,2,1,1.670326257000852
23,0,1,0.7701972329996352
24,1,2,0.4389638909997302
25,0,2,1.603440404000139
26,0,2,0.6951251579994278
27,0,1,1.996871313000156
28,2,2,1.3993105330009712
29,0,2,2.9784132669992687
30,1,2,2.9844799130005413
31,0,1,1.644054653999774
