,Signal,Response,Duration
0,0,2,1.6435162920097355
1,0,2,0.5592605829879176
2,0,2,0.7317584579868708
3,1,2,0.6104678749979939
4,2,2,0.5695945000043139
5,2,2,1.0460702500131447
6,1,2,0.9770189169794321
7,1,2,0.546040749992244
8,0,2,0.8135525829857215
9,1,2,0.5214407500170637
10,0,2,0.6238173330202699
11,0,1,1.3406103340093978
12,2,1,0.72124199999962
13,0,2,0.37781033298233524
14,2,2,0.43183233399759047
15,1,1,0.37839945798623376
16,0,1,0.33191491599427536
17,1,2,0.307766707992414
18,0,2,0.4826164999976754
19,0,1,0.7312947499740403
20,1,1,0.3003765830071643
21,2,2,0.5340856670227367
22,0,2,0.5864243329851888
23,2,2,0.3482971249904949
24,1,2,1.218684958992526
25,2,2,0.720307874988066
26,0,1,0.3189233750163112
27,2,2,1.4453373749856837
28,0,1,0.35190008400240913
29,0,2,0.5411565829999745
30,0,2,0.7337195420113858
31,0,1,0.32480125001166016
