,Signal,Response,Duration
0,2,2,1.9424366659950465
1,2,1,2.902002957998775
2,1,2,2.0184642919921316
3,0,2,1.3487975419848226
4,0,1,0.5048915409715846
5,2,1,1.3143240840290673
6,0,1,1.5870460420264862
7,0,1,2.8419145840452984
8,1,1,1.691868916968815
9,1,2,1.2139012080151588
10,1,1,1.3973958340357058
11,2,2,1.848586999985855
12,0,1,2.0718713749665767
13,0,[],[]
14,0,2,0.27873766695847735
15,2,1,3.106857874954585
16,2,2,2.711287916987203
17,0,1,1.5751209169975482
18,0,1,3.3018900000024587
19,0,1,1.806643832998816
20,0,2,0.10482212499482557
21,1,2,0.7776578749762848
22,2,2,1.6893633749568835
23,1,2,2.2437955000204965
24,0,[],[]
25,1,2,0.7826835410087369
26,1,2,0.5953369589988142
27,0,1,3.2550013749860227
28,0,1,1.459917999978643
29,0,2,3.809946875029709
30,2,1,3.681241374986712
31,0,1,2.8777275839820504
