,Signal,Response,Duration
0,0,1,0.6313927078153938
1,1,1,0.5164312920533121
2,1,1,0.5718317090068012
3,0,1,1.488235207973048
4,2,2,0.660581458825618
5,2,2,1.7762052910402417
6,1,1,0.801403374876827
7,0,1,0.937474416103214
8,2,[],[]
9,2,1,0.6382840420119464
10,1,1,1.1954802919644862
11,2,1,2.435853000031784
12,1,2,1.2841892498545349
13,2,1,0.6172260409221053
14,2,1,0.6962691252119839
15,0,2,2.032444291980937
16,0,[],[]
17,1,1,0.49533175001852214
18,0,1,0.3769543340895325
19,0,1,1.4831744169350713
20,0,2,0.6206233750563115
21,0,2,2.038261291803792
22,0,2,0.5163575829938054
23,2,1,1.9511695830151439
24,0,1,1.76757362508215
25,1,1,0.31561925006099045
26,0,2,2.1903161250520498
27,0,2,0.4435590421780944
28,0,1,0.6182594168931246
29,1,1,1.8850522499997169
30,0,1,2.34473220910877
31,0,2,2.661173375090584
