,Signal,Response,Duration
0,1,2,0.9702487080357969
1,1,2,1.0121333340648562
2,0,1,0.5274457500781864
3,0,2,0.7648567501455545
4,0,1,0.854088291991502
5,1,1,0.5009102080948651
6,0,2,0.6626182501204312
7,2,2,0.5787812089547515
8,0,2,0.3954002920072526
9,2,2,0.3880098748486489
10,2,2,0.6646964999381453
11,2,2,0.4925468328874558
12,1,1,0.41560095781460404
13,0,1,0.5862696249969304
14,2,2,0.47882100008428097
15,0,1,1.566116875037551
16,0,1,0.5102265421301126
17,2,2,2.006993333110586
18,1,2,0.33533012494444847
19,2,2,0.9886482500005513
20,0,1,0.4226097499486059
21,2,1,0.6653524579014629
22,1,1,0.35023291618563235
23,0,1,0.5154427501838654
24,0,2,0.5339639170560986
25,0,1,0.46817195788025856
26,0,2,0.6387896668165922
27,0,2,0.3583069168962538
28,1,2,0.6423158750403672
29,0,1,0.30969920800998807
30,0,1,0.333931292174384
31,1,2,0.48866779217496514
