,Signal,Response,Duration
0,1,2,2.5433728329953738
1,0,1,0.9113364999939222
2,0,1,2.7853281249990687
3,0,1,1.4537988750089426
4,1,2,0.9266346660006093
5,0,1,0.4295010840141913
6,1,2,3.0828675410011783
7,0,2,0.447198624999146
8,2,1,0.7597632920078468
9,0,2,1.0688077500090003
10,2,2,2.9496544580033515
11,0,2,0.9438512500055367
12,0,1,0.293465084003401
13,2,2,0.9701154590002261
14,0,1,0.5232103330054088
15,0,2,2.0691074580099666
16,1,2,0.7786080410005525
17,0,1,0.583874542004196
18,0,1,1.034462458002963
19,0,1,0.3378015000052983
20,0,2,1.0146047080052085
21,0,2,0.4363957500027027
22,0,1,2.317326749995118
23,1,2,0.36956024999381043
24,2,2,0.98623100000259
25,1,2,0.8582060409971746
26,2,1,1.228413000004366
27,2,2,0.6119147499994142
28,2,2,1.552076499996474
29,2,2,1.1349518750066636
30,1,2,0.8354698330076644
31,1,2,0.5836620410118485
